GeneID	GeneName	Chromosome	Start	End	Strand	Biotype
ENSG00000134668	SPOCD1	1	31790422	31816051	-	protein_coding
ENSG00000203620	RP11-84A19.2	1	31842019	31855568	-	lincRNA
ENSG00000269967	RP11-84A19.4	1	31851913	31921841	-	lincRNA
ENSG00000184007	PTP4A2	1	31906421	31944856	-	protein_coding
ENSG00000281319	AL136115.1	1	31928144	31928300	-	miRNA
ENSG00000228634	RP4-534N18.2	1	31933020	31933975	+	lincRNA
ENSG00000121774	KHDRBS1	1	32013829	32060850	+	protein_coding
ENSG00000203325	RP11-277A4.4	1	32052291	32073474	-	antisense
ENSG00000121775	TMEM39B	1	32072031	32102866	+	protein_coding
ENSG00000266203	MIR5585	1	32086949	32087007	+	miRNA
ENSG00000276493	Metazoa_SRP	1	32087523	32087813	-	misc_RNA
ENSG00000025800	KPNA6	1	32108038	32176568	+	protein_coding
ENSG00000250135	RP4-622L5.2	1	32170733	32176568	+	sense_intronic
ENSG00000084652	TXLNA	1	32179686	32198285	+	protein_coding
ENSG00000160050	CCDC28B	1	32200386	32205387	+	protein_coding
ENSG00000224066	RP4-622L5.7	1	32204769	32206814	-	antisense
ENSG00000160051	IQCC	1	32205661	32208687	+	protein_coding
ENSG00000222046	DCDC2B	1	32209094	32216196	+	protein_coding
ENSG00000160055	TMEM234	1	32214472	32222359	-	protein_coding
ENSG00000084623	EIF3I	1	32221928	32231604	+	protein_coding
ENSG00000220785	MTMR9LP	1	32231658	32241620	-	transcribed_unprocessed_pseudogene
ENSG00000183615	FAM167B	1	32247233	32248856	+	protein_coding
ENSG00000182866	LCK	1	32251239	32286165	+	protein_coding
ENSG00000277617	Metazoa_SRP	1	32269338	32269597	-	misc_RNA
ENSG00000252450	Y_RNA	1	32286452	32286561	-	misc_RNA
ENSG00000116478	HDAC1	1	32292086	32333635	+	protein_coding
ENSG00000175130	MARCKSL1	1	32333832	32336379	-	protein_coding
ENSG00000233775	RP4-811H24.9	1	32349194	32350663	-	lincRNA
ENSG00000162526	TSSK3	1	32351521	32364312	+	protein_coding
ENSG00000225828	FAM229A	1	32361270	32364278	-	protein_coding
ENSG00000160058	BSDC1	1	32365103	32394731	-	protein_coding
ENSG00000224333	GAPDHP20	1	32402109	32403115	-	processed_pseudogene
ENSG00000270850	RP11-395N6.4	1	32421979	32422319	+	processed_pseudogene
ENSG00000229259	LRRC37A12P	1	32423214	32426789	-	unprocessed_pseudogene
ENSG00000263529	RN7SL122P	1	32457835	32458135	+	misc_RNA
ENSG00000254553	RP1-27O5.3	1	32465057	32600792	+	protein_coding
ENSG00000273274	ZBTB8B	1	32465069	32496686	+	protein_coding
ENSG00000160062	ZBTB8A	1	32539427	32605939	+	protein_coding
ENSG00000176261	ZBTB8OS	1	32600172	32650903	-	protein_coding
ENSG00000200591	Y_RNA	1	32639951	32640052	+	misc_RNA
ENSG00000162521	RBBP4	1	32651142	32686211	+	protein_coding
ENSG00000162520	SYNC	1	32680360	32703596	-	protein_coding
ENSG00000224409	RP11-114B7.6	1	32717734	32725237	-	antisense
ENSG00000162522	KIAA1522	1	32741885	32774970	+	protein_coding
ENSG00000134684	YARS	1	32775237	32818153	-	protein_coding
ENSG00000116497	S100PBP	1	32816767	32858879	+	protein_coding
ENSG00000160097	FNDC5	1	32862268	32872482	-	protein_coding
ENSG00000121905	HPCA	1	32885994	32898441	+	protein_coding
ENSG00000121900	TMEM54	1	32894594	32901438	-	protein_coding
ENSG00000116514	RNF19B	1	32936445	32964685	-	protein_coding
ENSG00000278966	RP5-1174N9.2	1	32973553	32974463	+	TEC
ENSG00000217644	RP4-803A2.1	1	32979947	32980472	+	processed_pseudogene
ENSG00000239670	RP4-803A2.2	1	32986952	32988233	+	unprocessed_pseudogene
ENSG00000236065	RP1-117O3.2	1	32987075	33032469	+	antisense
ENSG00000004455	AK2	1	33007940	33080996	-	protein_coding
ENSG00000276645	Metazoa_SRP	1	33029232	33029576	-	misc_RNA
ENSG00000142920	AZIN2	1	33081104	33120530	+	protein_coding
ENSG00000278997	RP11-131M11.2	1	33141871	33143230	-	TEC
ENSG00000116525	TRIM62	1	33145402	33182059	-	protein_coding
ENSG00000279179	RP11-131M11.3	1	33162851	33166298	+	TEC
ENSG00000160094	ZNF362	1	33256545	33300719	+	protein_coding
ENSG00000270115	RP11-415J8.7	1	33261212	33261680	+	lincRNA
ENSG00000184389	A3GALT2	1	33306766	33321098	-	protein_coding
ENSG00000225313	RP11-415J8.3	1	33307348	33349245	+	antisense
ENSG00000134686	PHC2	1	33323623	33431052	-	protein_coding
ENSG00000266239	AL513327.1	1	33332431	33332541	-	miRNA
ENSG00000222112	RN7SKP16	1	33336566	33336864	-	misc_RNA
ENSG00000233246	RP11-415J8.5	1	33350352	33363245	+	antisense
ENSG00000221225	AL138837.1	1	33442025	33442111	-	miRNA
ENSG00000234512	TLR12P	1	33466249	33468954	+	unitary_pseudogene
ENSG00000121903	ZSCAN20	1	33472645	33496507	+	protein_coding
ENSG00000235907	RP4-580O19.2	1	33512008	33512743	-	processed_pseudogene
ENSG00000121904	CSMD2	1	33513999	34165842	-	protein_coding
ENSG00000280715	AL161643.1	1	33732499	33732635	-	miRNA
ENSG00000227000	HSPD1P14	1	33838523	33840140	+	processed_pseudogene
ENSG00000176256	HMGB4	1	33860475	33864791	+	protein_coding
ENSG00000231163	CSMD2-AS1	1	33868953	33885458	+	antisense
ENSG00000201148	RNA5SP42	1	34112949	34113063	+	rRNA
ENSG00000142698	C1orf94	1	34166883	34219131	+	protein_coding
ENSG00000221053	AC115286.1	1	34175866	34175949	-	miRNA
ENSG00000270241	RP4-657M3.2	1	34276859	34277292	-	processed_pseudogene
ENSG00000207941	MIR552	1	34669599	34669694	-	miRNA
ENSG00000163866	SMIM12	1	34712737	34859816	-	protein_coding
ENSG00000189280	GJB5	1	34755047	34758512	+	protein_coding
ENSG00000189433	GJB4	1	34759741	34763724	+	protein_coding
ENSG00000255811	RP1-34M23.5	1	34761426	34788097	-	antisense
ENSG00000216162	AL121988.1	1	34778561	34778644	-	miRNA
ENSG00000188910	GJB3	1	34781189	34786369	+	protein_coding
ENSG00000187513	GJA4	1	34792998	34795747	+	protein_coding
ENSG00000230163	RP5-997D16.2	1	34850694	34851555	+	antisense
ENSG00000116544	DLGAP3	1	34865436	34929585	-	protein_coding
ENSG00000241014	RP11-244H3.1	1	34974356	34985313	-	processed_transcript
ENSG00000271741	RP11-244H3.4	1	34981533	35031741	-	protein_coding
ENSG00000243749	ZMYM6NB	1	34981535	34985353	-	protein_coding
ENSG00000163867	ZMYM6	1	34986165	35031968	-	protein_coding
ENSG00000233940	RPL12P45	1	35053468	35059271	+	processed_pseudogene
ENSG00000197056	ZMYM1	1	35059786	35115859	+	protein_coding
ENSG00000228348	EFCAB14P1	1	35122022	35122484	+	processed_pseudogene
ENSG00000116560	SFPQ	1	35176378	35193148	-	protein_coding
ENSG00000201868	Y_RNA	1	35195969	35196062	+	misc_RNA
ENSG00000146463	ZMYM4	1	35268967	35422058	+	protein_coding
ENSG00000240374	RN7SL503P	1	35292196	35292498	-	misc_RNA
ENSG00000201542	SNORA62	1	35310274	35310425	+	snoRNA
ENSG00000229994	RPL5P4	1	35350722	35351607	+	processed_pseudogene
ENSG00000227409	ZMYM4-AS1	1	35358822	35366077	-	antisense
ENSG00000278702	Metazoa_SRP	1	35399997	35400319	+	misc_RNA
ENSG00000142687	KIAA0319L	1	35433490	35557950	-	protein_coding
ENSG00000236274	RP4-728D4.3	1	35509742	35511438	+	processed_pseudogene
ENSG00000020129	NCDN	1	35557473	35567274	+	protein_coding
ENSG00000239636	RP4-728D4.2	1	35569813	35577729	-	antisense
ENSG00000116819	TFAP2E	1	35573370	35595328	+	protein_coding
ENSG00000126067	PSMB2	1	35599544	35641844	-	protein_coding
ENSG00000142686	C1orf216	1	35713875	35719472	-	protein_coding
ENSG00000092853	CLSPN	1	35720218	35769967	-	protein_coding
ENSG00000232335	RP11-435D7.3	1	35739389	35743576	+	antisense
ENSG00000134698	AGO4	1	35808172	35857890	+	protein_coding
ENSG00000092847	AGO1	1	35869808	35930528	+	protein_coding
ENSG00000271164	RP4-789D17.4	1	35873270	35873752	-	processed_pseudogene
ENSG00000271914	RP4-789D17.5	1	35929720	35930115	-	lincRNA
ENSG00000126070	AGO3	1	35930718	36072500	+	protein_coding
ENSG00000271554	RP4-665N4.8	1	35992109	36013630	-	antisense
ENSG00000232862	RP4-665N4.4	1	36080066	36084026	-	transcribed_processed_pseudogene
ENSG00000092850	TEKT2	1	36084075	36088275	+	protein_coding
ENSG00000116863	ADPRHL2	1	36088875	36093932	+	protein_coding
ENSG00000171812	COL8A2	1	36095236	36125220	-	protein_coding
ENSG00000054116	TRAPPC3	1	36136570	36156053	-	protein_coding
ENSG00000116871	MAP7D1	1	36155579	36180849	+	protein_coding
ENSG00000264592	RN7SL131P	1	36191915	36192170	+	misc_RNA
ENSG00000054118	THRAP3	1	36224416	36305357	+	protein_coding
ENSG00000231849	UBE2V2P4	1	36241898	36242156	-	processed_pseudogene
ENSG00000278491	AL360074.1	1	36256467	36256559	+	miRNA
ENSG00000214193	SH3D21	1	36306387	36324886	+	protein_coding
ENSG00000142694	EVA1B	1	36322031	36324154	-	protein_coding
ENSG00000116883	RP11-268J15.5	1	36323734	36329221	+	antisense
ENSG00000196182	STK40	1	36339624	36385896	-	protein_coding
ENSG00000181817	LSM10	1	36391238	36397892	-	protein_coding
ENSG00000222821	RNU4-27P	1	36402721	36402859	-	snRNA
ENSG00000116885	OSCP1	1	36415827	36450451	-	protein_coding
ENSG00000201448	SNORA63	1	36418450	36418578	-	snoRNA
ENSG00000116898	MRPS15	1	36455718	36464437	-	protein_coding
ENSG00000119535	CSF3R	1	36466043	36483278	-	protein_coding
ENSG00000230214	FTLP18	1	36630335	36630857	+	processed_pseudogene
ENSG00000281218	AL080286.1	1	36630807	36630885	-	miRNA
ENSG00000234481	RP4-614N24.1	1	36773140	36775768	+	antisense
ENSG00000163873	GRIK3	1	36795527	37034129	-	protein_coding
ENSG00000280570	AC117945.1	1	36909316	36909416	-	miRNA
ENSG00000264698	MIR4255	1	37161563	37161634	+	miRNA
ENSG00000207328	RNU6-636P	1	37203610	37203716	+	snRNA
ENSG00000223944	RP5-1180C18.1	1	37262739	37325100	-	lincRNA
ENSG00000252368	RNA5SP43	1	37264677	37264786	-	rRNA
ENSG00000230451	RPS29P6	1	37330852	37330996	+	processed_pseudogene
ENSG00000233621	LINC01137	1	37454879	37474411	-	antisense
ENSG00000163874	ZC3H12A	1	37474552	37484379	+	protein_coding
ENSG00000278228	MIR6732	1	37480230	37480289	+	miRNA
ENSG00000163875	MEAF6	1	37492575	37514774	-	protein_coding
ENSG00000263675	MIR5581	1	37500935	37500994	-	miRNA
ENSG00000163877	SNIP1	1	37534449	37554302	-	protein_coding
ENSG00000232273	FTH1P1	1	37544763	37545294	+	processed_pseudogene
ENSG00000237749	RP3-423B22.5	1	37556247	37556499	+	processed_pseudogene
ENSG00000163879	DNALI1	1	37556919	37566857	+	protein_coding
ENSG00000134697	GNL2	1	37566816	37595935	-	protein_coding
ENSG00000169218	RSPO1	1	37611350	37634923	-	protein_coding
ENSG00000116922	C1orf109	1	37681570	37692249	-	protein_coding
ENSG00000134690	CDCA8	1	37692418	37709719	+	protein_coding
ENSG00000183317	EPHA10	1	37713880	37765133	-	protein_coding
ENSG00000200421	Y_RNA	1	37737955	37738054	-	misc_RNA
ENSG00000214141	ACTN4P2	1	37776670	37779418	+	processed_pseudogene
ENSG00000227416	RP11-109P14.2	1	37782457	37782885	-	processed_pseudogene
ENSG00000185090	MANEAL	1	37793802	37801137	+	protein_coding
ENSG00000233728	RP11-109P14.9	1	37799720	37800879	-	antisense
ENSG00000196449	YRDC	1	37802944	37808185	-	protein_coding
ENSG00000197982	C1orf122	1	37806979	37809454	+	protein_coding
ENSG00000188786	MTF1	1	37809567	37859620	-	protein_coding
ENSG00000235673	RP11-109P14.8	1	37840986	37841676	+	processed_pseudogene
ENSG00000204084	INPP5B	1	37860697	37947057	-	protein_coding
ENSG00000230955	RP11-109P14.10	1	37860697	37861580	+	antisense
ENSG00000252448	SNORA63	1	37884237	37884317	+	snoRNA
ENSG00000222282	RNU6-584P	1	37885023	37885117	+	snRNA
ENSG00000277168	Metazoa_SRP	1	37953508	37953780	+	misc_RNA
ENSG00000183431	SF3A3	1	37956975	37990921	-	protein_coding
ENSG00000212541	RNU6-510P	1	37991462	37991569	+	snRNA
ENSG00000183386	FHL3	1	37996770	38005606	-	protein_coding
ENSG00000183520	UTP11L	1	38009258	38024824	+	protein_coding
ENSG00000185668	POU3F1	1	38043827	38046794	-	protein_coding
ENSG00000224592	RP5-884C9.2	1	38047314	38119025	+	lincRNA
ENSG00000223589	RP5-884C9.3	1	38080572	38080911	-	processed_pseudogene
ENSG00000265596	MIR3659	1	38089231	38089329	+	miRNA
ENSG00000237290	LINC01343	1	38209034	38214767	-	lincRNA
ENSG00000275350	RP11-329N22.2	1	38383838	38384422	-	processed_pseudogene
ENSG00000200796	RNU6-753P	1	38396659	38396765	+	snRNA
ENSG00000238063	RP11-329N22.1	1	38474875	38496034	+	lincRNA
ENSG00000215895	RP11-334L9.1	1	38708931	38710890	+	processed_pseudogene
ENSG00000116954	RRAGC	1	38838198	38859823	-	protein_coding
ENSG00000273637	RP5-864K19.7	1	38839333	38874494	-	processed_transcript
ENSG00000228436	RP5-864K19.4	1	38860000	38919396	+	antisense
ENSG00000214114	MYCBP	1	38862964	38874105	-	protein_coding
ENSG00000274944	RP5-864K19.6	1	38864501	38881617	-	protein_coding
ENSG00000131233	GJA9	1	38874451	38881587	-	protein_coding
ENSG00000158315	RHBDL2	1	38885807	38941799	-	protein_coding
ENSG00000199963	RNU6-605P	1	38926870	38926977	+	snRNA
ENSG00000207466	Y_RNA	1	38950825	38950925	-	misc_RNA
ENSG00000235549	EIF1P2	1	38958275	38958925	-	processed_pseudogene
ENSG00000174574	AKIRIN1	1	38991223	39006059	+	protein_coding
ENSG00000168653	NDUFS5	1	39026318	39034636	+	protein_coding
ENSG00000127603	MACF1	1	39081316	39487177	+	protein_coding
ENSG00000206654	RNU6-608P	1	39120940	39121043	-	snRNA
ENSG00000222378	RNA5SP44	1	39154164	39154296	-	rRNA
ENSG00000270040	RP11-416A14.1	1	39206512	39206957	+	sense_intronic
ENSG00000226438	RP11-420K8.1	1	39249838	39257649	-	antisense
ENSG00000217897	HSPE1P8	1	39304294	39304898	-	processed_pseudogene
ENSG00000183682	BMP8A	1	39491646	39525935	+	protein_coding
ENSG00000237624	OXCT2P1	1	39514956	39516490	+	unprocessed_pseudogene
ENSG00000182109	RP11-69E11.4	1	39522280	39546187	-	antisense
ENSG00000243970	PPIEL	1	39531838	39558707	-	unprocessed_pseudogene
ENSG00000090621	PABPC4	1	39560816	39576790	-	protein_coding
ENSG00000228060	RP11-69E11.8	1	39565160	39573203	+	antisense
ENSG00000201457	SNORA55	1	39567374	39567508	-	snoRNA
ENSG00000163909	HEYL	1	39624153	39639945	-	protein_coding
ENSG00000225903	RP1-144F13.3	1	39633416	39633903	+	antisense
ENSG00000116981	NT5C1A	1	39659121	39672038	-	protein_coding
ENSG00000116983	HPCAL4	1	39678648	39691689	-	protein_coding
ENSG00000084072	PPIE	1	39692182	39763914	+	protein_coding
ENSG00000225333	RP1-144F13.4	1	39718028	39718595	+	processed_pseudogene
ENSG00000252413	RNU7-121P	1	39723566	39723627	-	snRNA
ENSG00000116985	BMP8B	1	39757182	39788861	-	protein_coding
ENSG00000198754	OXCT2	1	39769523	39771348	-	protein_coding
ENSG00000261798	RP1-118J21.25	1	39788976	39790171	+	antisense
ENSG00000229213	RP1-118J21.24	1	39795843	39795996	-	unprocessed_pseudogene
ENSG00000043514	TRIT1	1	39841022	39883511	-	protein_coding
ENSG00000202222	Y_RNA	1	39881566	39881678	-	misc_RNA
ENSG00000116990	MYCL	1	39895426	39902256	-	protein_coding
ENSG00000236546	RP1-118J21.5	1	39897745	39899098	+	antisense
ENSG00000207356	Y_RNA	1	39944890	39944998	-	misc_RNA
ENSG00000168389	MFSD2A	1	39955112	39969968	+	protein_coding
ENSG00000228477	RP3-342P20.2	1	39962680	39963404	+	processed_pseudogene
ENSG00000131236	CAP1	1	40040233	40072649	+	protein_coding
ENSG00000131238	PPT1	1	40072705	40097703	-	protein_coding
ENSG00000226745	RP11-115D7.3	1	40132764	40133448	+	processed_pseudogene
ENSG00000117000	RLF	1	40161373	40240921	+	protein_coding
ENSG00000207508	RNU6-1237P	1	40177843	40177949	+	snRNA
ENSG00000188800	TMCO2	1	40245947	40251691	+	protein_coding
ENSG00000259943	RP1-39G22.7	1	40256427	40257967	-	antisense
ENSG00000084073	ZMPSTE24	1	40258107	40294184	+	protein_coding
ENSG00000231296	RP1-39G22.4	1	40262672	40262984	-	processed_pseudogene
ENSG00000049089	COL9A2	1	40300487	40317816	-	protein_coding
ENSG00000227311	RP1-228H13.1	1	40333078	40333557	-	processed_pseudogene
ENSG00000084070	SMAP2	1	40344850	40423326	+	protein_coding
ENSG00000213172	RP1-228H13.2	1	40364766	40365183	+	processed_pseudogene
ENSG00000187801	ZFP69B	1	40450102	40463718	+	protein_coding
ENSG00000260920	RP1-228H13.5	1	40464319	40466767	+	sense_overlapping
ENSG00000279667	RP11-656D10.7	1	40473055	40474059	+	TEC
ENSG00000187815	ZFP69	1	40477215	40496343	+	protein_coding
ENSG00000238287	RP11-656D10.3	1	40493157	40508661	-	antisense
ENSG00000164002	EXO5	1	40508741	40516556	+	protein_coding
ENSG00000227278	RP11-656D10.5	1	40514461	40515057	-	antisense
ENSG00000238186	RP11-656D10.6	1	40515754	40517174	-	antisense
ENSG00000117010	ZNF684	1	40531561	40548169	+	protein_coding
ENSG00000236505	RP1-63P18.2	1	40563534	40563659	+	unprocessed_pseudogene
ENSG00000233910	GTF2F2P2	1	40593633	40594353	-	processed_pseudogene
ENSG00000117016	RIMS3	1	40620679	40665657	-	protein_coding
ENSG00000237899	RP4-739H11.3	1	40669089	40687588	-	lincRNA
ENSG00000272145	NFYC-AS1	1	40690380	40692066	-	antisense
ENSG00000066136	NFYC	1	40691570	40771603	+	protein_coding
ENSG00000198974	MIR30E	1	40754351	40754463	+	miRNA
ENSG00000207962	MIR30C1	1	40757284	40757372	+	miRNA
ENSG00000117013	KCNQ4	1	40784012	40840452	+	protein_coding
ENSG00000264582	RN7SL326P	1	40804846	40805141	+	misc_RNA
ENSG00000179862	CITED4	1	40861051	40862366	-	protein_coding
ENSG00000229528	RP5-1066H13.4	1	40863914	40876670	+	antisense
ENSG00000228940	RP11-348A7.1	1	40938104	40939763	-	unprocessed_pseudogene
ENSG00000273910	AL391730.1	1	40939661	40939767	+	miRNA
ENSG00000233118	UBE2V1P8	1	40942251	40942515	-	processed_pseudogene
ENSG00000171793	CTPS1	1	40979335	41012565	+	protein_coding
ENSG00000281712	AL391730.2	1	40984853	40984919	-	miRNA
ENSG00000281207	SLFNL1-AS1	1	41014590	41043890	+	antisense
ENSG00000171790	SLFNL1	1	41015597	41023237	-	protein_coding
ENSG00000010803	SCMH1	1	41027200	41242154	-	protein_coding
ENSG00000215893	RPL23AP17	1	41098638	41099136	+	processed_pseudogene
ENSG00000235358	RP11-399E6.1	1	41242373	41284861	+	lincRNA
ENSG00000213987	RP11-399E6.2	1	41264550	41264862	-	processed_pseudogene
ENSG00000281479	AC093151.2	1	41332111	41332244	+	miRNA
ENSG00000204060	FOXO6	1	41361922	41383590	+	protein_coding
ENSG00000229901	RP11-399E6.4	1	41375004	41375669	-	antisense
ENSG00000252563	RNA5SP45	1	41466937	41467028	-	rRNA
ENSG00000127129	EDN2	1	41478775	41484673	-	protein_coding
ENSG00000127124	HIVEP3	1	41506365	42035925	-	protein_coding
ENSG00000230881	RP11-486B10.3	1	41535443	41535868	+	antisense
ENSG00000230638	RP11-486B10.4	1	41542069	41544310	+	processed_pseudogene
ENSG00000264896	AL451006.1	1	41759141	41759227	+	miRNA
ENSG00000227538	HNRNPFP1	1	42040597	42041729	+	processed_pseudogene
ENSG00000228776	RP11-319C21.1	1	42140635	42141391	+	processed_pseudogene
ENSG00000044012	GUCA2B	1	42153421	42155824	+	protein_coding
ENSG00000197273	GUCA2A	1	42162691	42164718	-	protein_coding
ENSG00000198815	FOXJ3	1	42176539	42335877	-	protein_coding
ENSG00000227527	RP11-223A3.1	1	42335386	42338376	-	sense_overlapping
ENSG00000177181	RIMKLA	1	42380795	42422578	+	protein_coding
ENSG00000235002	RP11-157D18.2	1	42412398	42412794	-	processed_pseudogene
ENSG00000066185	ZMYND12	1	42430329	42456267	-	protein_coding
ENSG00000127125	PPCS	1	42456117	42473385	+	protein_coding
ENSG00000186409	CCDC30	1	42463330	42654664	+	protein_coding
ENSG00000230116	RP11-163G10.2	1	42491739	42492493	+	processed_pseudogene
ENSG00000236876	TMSB4XP1	1	42500205	42500339	-	processed_pseudogene
ENSG00000200254	RNU6-536P	1	42569033	42569139	+	snRNA
ENSG00000236180	RP11-163G10.4	1	42570970	42571390	+	processed_pseudogene
ENSG00000171960	PPIH	1	42658425	42676758	+	protein_coding
ENSG00000234917	RP5-994D16.3	1	42678735	42681659	+	lincRNA
ENSG00000065978	YBX1	1	42682427	42702349	+	protein_coding
ENSG00000164007	CLDN19	1	42733093	42740254	-	protein_coding
ENSG00000117385	P3H1	1	42746335	42767084	-	protein_coding
ENSG00000164008	C1orf50	1	42767269	42794493	+	protein_coding
ENSG00000228452	RP5-994D16.9	1	42775813	42776790	-	antisense
ENSG00000274386	RP5-994D16.11	1	42787990	42798230	+	lincRNA
ENSG00000177868	SVBP	1	42807052	42817252	-	protein_coding
ENSG00000164010	ERMAP	1	42817124	42844989	+	protein_coding
ENSG00000228192	RP11-342M1.3	1	42834681	42846422	-	antisense
ENSG00000164011	ZNF691	1	42846573	42852477	+	protein_coding
ENSG00000233708	RP11-342M1.7	1	42886597	42888767	-	processed_pseudogene
ENSG00000237090	RP11-342M1.6	1	42891094	42892430	-	processed_pseudogene
ENSG00000225099	ATP6V1E1P1	1	42903232	42903912	+	processed_pseudogene
ENSG00000117394	SLC2A1	1	42925375	42959173	-	protein_coding
ENSG00000227533	SLC2A1-AS1	1	42959049	42983358	+	lincRNA
ENSG00000207256	RNU6-880P	1	42991438	42991544	+	snRNA
ENSG00000277513	RP3-393B19.1	1	43104086	43104497	+	processed_pseudogene
ENSG00000186973	FAM183A	1	43145153	43156396	+	protein_coding
ENSG00000117395	EBNA1BP2	1	43164175	43270936	-	protein_coding
ENSG00000243710	CFAP57	1	43172149	43254358	+	protein_coding
ENSG00000199240	RNA5SP46	1	43196417	43196536	+	rRNA
ENSG00000179178	TMEM125	1	43269994	43274002	+	protein_coding
ENSG00000253313	C1orf210	1	43281883	43285617	-	protein_coding
ENSG00000066056	TIE1	1	43300993	43323108	+	protein_coding
ENSG00000117400	MPL	1	43337807	43352772	+	protein_coding
ENSG00000234694	RP1-92O14.3	1	43354684	43358658	-	antisense
ENSG00000117399	CDC20	1	43358955	43363203	+	protein_coding
ENSG00000066322	ELOVL1	1	43363397	43368074	-	protein_coding
ENSG00000277622	MIR6734	1	43364648	43364715	-	miRNA
ENSG00000159479	MED8	1	43383917	43389808	-	protein_coding
ENSG00000229431	RP1-92O14.6	1	43385113	43389155	+	antisense
ENSG00000198198	SZT2	1	43389882	43452650	+	protein_coding
ENSG00000229372	SZT2-AS1	1	43447776	43448644	-	antisense
ENSG00000274975	MIR6735	1	43448539	43448611	+	miRNA
ENSG00000178922	HYI	1	43451003	43453989	-	protein_coding
ENSG00000229348	HYI-AS1	1	43453927	43456995	+	antisense
ENSG00000142949	PTPRF	1	43525187	43623666	+	protein_coding
ENSG00000066135	KDM4A	1	43650158	43705515	+	protein_coding
ENSG00000236200	KDM4A-AS1	1	43699765	43708138	-	antisense
ENSG00000126091	ST3GAL3	1	43705824	43931165	+	protein_coding
ENSG00000229444	RP11-184I16.4	1	43709392	43727343	-	antisense
ENSG00000233674	RP11-184I16.3	1	43743471	43743741	+	processed_pseudogene
ENSG00000224751	SHMT1P1	1	43850300	43851611	-	processed_pseudogene
ENSG00000117407	ARTN	1	43933320	43937241	+	protein_coding
ENSG00000237950	RP11-7O11.3	1	43944370	43946551	-	antisense
ENSG00000117408	IPO13	1	43946939	43968022	+	protein_coding
ENSG00000132768	DPH2	1	43970000	43973369	+	protein_coding
ENSG00000117410	ATP6V0B	1	43974487	43978295	+	protein_coding
ENSG00000117411	B4GALT2	1	43978943	43991170	+	protein_coding
ENSG00000159214	CCDC24	1	43991359	43996528	+	protein_coding
ENSG00000196517	SLC6A9	1	43991500	44031467	-	protein_coding
ENSG00000230615	RP5-1198O20.4	1	44030443	44115913	+	lincRNA
ENSG00000227163	RP5-1198O20.5	1	44087958	44088477	-	processed_pseudogene
ENSG00000271647	KRT8P47	1	44103306	44104703	-	processed_pseudogene
ENSG00000281534	AL139220.1	1	44103945	44104079	+	miRNA
ENSG00000239560	RN7SL479P	1	44117098	44117397	-	misc_RNA
ENSG00000171872	KLF17	1	44118850	44135140	+	protein_coding
ENSG00000233514	RP11-570P14.1	1	44122153	44122512	-	processed_pseudogene
ENSG00000283039	KLF18	1	44137821	44141631	-	protein_coding
ENSG00000226804	RP4-675G8.3	1	44150594	44151753	-	processed_pseudogene
ENSG00000200171	Y_RNA	1	44153385	44153480	-	misc_RNA
ENSG00000238037	OOSP1P1	1	44155028	44155301	-	processed_pseudogene
ENSG00000227994	RP5-891H21.1	1	44172506	44172719	-	processed_pseudogene
ENSG00000271329	RP5-891H21.5	1	44187943	44189049	-	processed_pseudogene
ENSG00000178028	DMAP1	1	44213455	44220681	+	protein_coding
ENSG00000117419	ERI3	1	44221070	44355260	-	protein_coding
ENSG00000233602	ERI3-IT1	1	44243408	44244273	-	sense_intronic
ENSG00000252146	AL390776.1	1	44333105	44333178	-	miRNA
ENSG00000199385	RNU6-369P	1	44390722	44390823	+	snRNA
ENSG00000187147	RNF220	1	44405194	44651724	+	protein_coding
ENSG00000263381	MIR5584	1	44545493	44545552	+	miRNA
ENSG00000126106	TMEM53	1	44635238	44674555	-	protein_coding
ENSG00000198520	C1orf228	1	44674692	44725591	+	protein_coding
ENSG00000199377	RNU5F-1	1	44721786	44721902	-	snRNA
ENSG00000200169	RNU5D-1	1	44731055	44731170	-	snRNA
ENSG00000142945	KIF2C	1	44739818	44767767	+	protein_coding
ENSG00000225721	RP11-269F19.2	1	44759037	44775810	-	antisense
ENSG00000142937	RPS8	1	44775251	44778779	+	protein_coding
ENSG00000264294	SNORD55	1	44775864	44775943	+	snoRNA
ENSG00000200913	SNORD46	1	44776490	44776593	+	snoRNA
ENSG00000202031	SNORD38A	1	44777843	44777912	+	snoRNA
ENSG00000281859	SNORD38B	1	44778390	44778458	+	snoRNA
ENSG00000207421	SNORD38B	1	44778390	44778456	+	snoRNA
ENSG00000234093	RPS15AP11	1	44780331	44780715	-	processed_pseudogene
ENSG00000142959	BEST4	1	44783585	44787705	-	protein_coding
ENSG00000173846	PLK3	1	44800225	44805990	+	protein_coding
ENSG00000188396	TCTEX1D4	1	44805913	44806675	-	protein_coding
ENSG00000222009	BTBD19	1	44808482	44815585	+	protein_coding
ENSG00000117425	PTCH2	1	44819844	44843063	-	protein_coding
ENSG00000202444	RNU5E-6P	1	44819883	44819997	-	snRNA
ENSG00000226499	RP5-882O7.1	1	44843921	44844082	-	processed_pseudogene
ENSG00000070785	EIF2B3	1	44850522	44986722	-	protein_coding
ENSG00000266294	AL136380.1	1	44913068	44913172	-	miRNA
ENSG00000253039	RNA5SP47	1	44932323	44932431	+	rRNA
ENSG00000229815	CCNB1IP1P1	1	44958557	44959395	+	processed_pseudogene
